Date,V,MA
2020-12-31,213.2694854736328,349.4325256347656
2021-01-04,212.3236846923828,344.0970764160156
2021-01-05,209.1548309326172,340.1127624511719
2021-01-06,207.31198120117188,340.23992919921875
2021-01-07,208.47232055664062,342.9355163574219
2021-01-08,210.07138061523438,346.8465576171875
2021-01-11,207.57525634765625,341.3084716796875
2021-01-12,203.64588928222656,336.1329650878906
2021-01-13,204.1236572265625,339.4754333496094
2021-01-14,196.8206329345703,320.45941162109375
2021-01-15,196.55738830566406,316.8620300292969
2021-01-19,196.62562561035156,319.4890441894531
2021-01-20,200.86703491210938,328.2814025878906
2021-01-21,200.0187530517578,327.82073974609375
2021-01-22,196.97666931152344,322.4786682128906
2021-01-25,195.9626007080078,322.6746826171875
2021-01-26,196.9668731689453,321.2142028808594
2021-01-27,190.1026611328125,309.2457580566406
2021-01-28,193.27149963378906,317.86187744140625
2021-01-29,188.42559814453125,310.0299987792969
2021-02-01,193.4080352783203,315.1956481933594
2021-02-02,197.55189514160156,327.752197265625
2021-02-03,196.33311462402344,326.2328186035156
2021-02-04,204.02618408203125,334.0843200683594
2021-02-05,203.55810546875,332.04547119140625
2021-02-08,201.72506713867188,330.3595275878906
2021-02-09,201.3643035888672,326.8406066894531
2021-02-10,201.2863006591797,327.59527587890625
2021-02-11,205.71986389160156,336.0838623046875
2021-02-12,205.03627014160156,334.2509460449219
2021-02-16,203.0245361328125,334.4567565917969
2021-02-17,202.64369201660156,330.65350341796875
2021-02-18,204.4405517578125,331.7611999511719
2021-02-19,199.92889404296875,326.5758972167969
2021-02-22,203.43470764160156,333.9176940917969
2021-02-23,207.1358184814453,343.4844970703125
2021-02-24,214.28416442871094,360.050048828125
2021-02-25,208.73739624023438,347.5523376464844
2021-02-26,207.40927124023438,346.8465576171875
2021-03-01,211.54983520507812,355.7174377441406
2021-03-02,210.7100067138672,355.6390686035156
2021-03-03,209.8115692138672,353.1199951171875
2021-03-04,206.54013061523438,342.58270263671875
2021-03-05,210.35842895507812,353.73748779296875
2021-03-08,215.10447692871094,363.9806213378906
2021-03-09,215.19236755371094,369.06787109375
2021-03-10,217.93646240234375,374.1453552246094
2021-03-11,220.84657287597656,376.7723693847656
2021-03-12,219.09854125976562,375.1354064941406
2021-03-15,218.03411865234375,374.2042236328125
2021-03-16,219.43055725097656,374.8119812011719
2021-03-17,217.78997802734375,371.1851806640625
2021-03-18,215.4853057861328,359.7363586425781
2021-03-19,202.04803466796875,349.4538879394531
2021-03-22,203.12220764160156,351.3065185546875
2021-03-23,203.26866149902344,348.238525390625
2021-03-24,203.1905975341797,352.5318298339844
2021-03-25,203.09286499023438,351.2672424316406
2021-03-26,208.52252197265625,358.89337158203125
2021-03-29,209.47952270507812,355.7273254394531
2021-03-30,206.9307403564453,351.1105041503906
2021-03-31,206.7647247314453,349.0030517578125
2021-04-01,211.77442932128906,356.1095275878906
2021-04-05,213.90328979492188,361.0301818847656
2021-04-06,213.5224609375,362.2554626464844
2021-04-07,214.12791442871094,363.7355651855469
2021-04-08,215.52438354492188,370.7032775878906
2021-04-09,217.3017120361328,372.9996643066406
2021-04-12,216.2763214111328,372.7641906738281
2021-04-13,215.83685302734375,371.0860900878906
2021-04-14,216.7743377685547,371.2725524902344
2021-04-15,220.97354125976562,379.2903137207031
2021-04-16,221.10049438476562,378.97625732421875
2021-04-19,220.49501037597656,375.0409851074219
2021-04-20,218.0438690185547,369.6139831542969
2021-04-21,222.11607360839844,375.9634704589844
2021-04-22,222.23329162597656,376.21856689453125
2021-04-23,224.60626220703125,379.8497314453125
2021-04-26,224.9383087158203,380.2519836425781
2021-04-27,224.51841735839844,381.8222351074219
2021-04-28,227.97540283203125,388.2796936035156
2021-04-29,231.305419921875,381.7044372558594
2021-04-30,228.08279418945312,374.94287109375
2021-05-03,227.1550750732422,372.3324279785156
2021-05-04,226.5886688232422,368.9073791503906
2021-05-05,223.83480834960938,362.2635192871094
2021-05-06,225.89535522460938,368.48541259765625
2021-05-07,226.6765899658203,368.40692138671875
2021-05-10,220.67079162597656,359.5155944824219
2021-05-11,220.1922607421875,360.76202392578125
2021-05-12,215.4560089111328,349.97674560546875
2021-05-13,218.81045532226562,353.3133850097656
2021-05-14,221.93994140625,357.1309509277344
2021-05-17,221.4509735107422,356.53228759765625
2021-05-18,220.6001434326172,356.306640625
2021-05-19,219.64173889160156,354.2554626464844
2021-05-20,221.4509735107422,360.8503723144531
2021-05-21,221.77369689941406,360.75225830078125
2021-05-24,224.26751708984375,365.4432067871094
2021-05-25,223.97410583496094,360.3792724609375
2021-05-26,222.06707763671875,355.8944091796875
2021-05-27,221.8616943359375,355.2565002441406
2021-05-28,222.29202270507812,353.8629455566406
2021-06-01,221.6367950439453,353.0876770019531
2021-06-02,224.60000610351562,360.01617431640625
2021-06-03,223.08416748046875,355.07989501953125
2021-06-04,225.06944274902344,359.2016296386719
2021-06-07,226.22348022460938,357.2977294921875
2021-06-08,226.93734741210938,358.455810546875
2021-06-09,227.19163513183594,356.56170654296875
2021-06-10,228.79550170898438,357.5137023925781
2021-06-11,229.7832489013672,358.6913146972656
2021-06-14,228.92263793945312,359.6922912597656
2021-06-15,227.84686279296875,361.2624816894531
2021-06-16,224.5413818359375,357.0426025390625
2021-06-17,227.03517150878906,360.447998046875
2021-06-18,225.33349609375,360.5755920410156
2021-06-21,229.15736389160156,366.1399230957031
2021-06-22,230.73187255859375,370.99774169921875
2021-06-23,229.5093994140625,368.1517333984375
2021-06-24,231.03506469726562,367.7690124511719
2021-06-25,232.0912322998047,372.5384826660156
2021-06-28,228.93243408203125,360.8307189941406
2021-06-29,230.7514190673828,361.144775390625
2021-06-30,228.66836547851562,358.2889709472656
2021-07-01,229.9690399169922,363.80419921875
2021-07-02,233.37240600585938,368.0437927246094
2021-07-06,234.32102966308594,369.1134948730469
2021-07-07,234.7122039794922,366.9544982910156
2021-07-08,231.3968963623047,363.72198486328125
2021-07-09,233.21591186523438,366.4239196777344
2021-07-12,232.62911987304688,368.9981384277344
2021-07-13,237.0104522705078,377.00567626953125
2021-07-14,240.5702362060547,383.9718322753906
2021-07-15,243.0738067626953,383.411865234375
2021-07-16,242.6533203125,380.3561706542969
